Dealer name,Dealer adress,Purchase price,Reselling price,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
,,,28580,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,793,,FALSCH,WAHR
,,,28431,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,848,,FALSCH,WAHR
,,,28282,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,902,,FALSCH,WAHR
,,,28133,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,957,,FALSCH,WAHR
,,,28408,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,718,,FALSCH,WAHR
,,,28210,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,773,,FALSCH,WAHR
,,,28011,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,828,,FALSCH,WAHR
,,,27813,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,883,,FALSCH,WAHR
,,,27614,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,937,,FALSCH,WAHR
,,,28088,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,706,,FALSCH,WAHR
,,,27840,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,761,,FALSCH,WAHR
,,,27592,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,816,,FALSCH,WAHR
,,,27343,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,871,,FALSCH,WAHR
,,,27095,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,925,,FALSCH,WAHR
,,,27768,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,698,,FALSCH,WAHR
,,,27470,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,753,,FALSCH,WAHR
,,,27172,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,808,,FALSCH,WAHR
,,,26874,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,863,,FALSCH,WAHR
,,,26576,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,936,,FALSCH,WAHR
,,,27447,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,708,,FALSCH,WAHR
,,,27100,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,763,,FALSCH,WAHR
,,,26752,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,818,,FALSCH,WAHR
,,,26405,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,873,,FALSCH,WAHR
,,,26057,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,928,,FALSCH,WAHR
,,,27127,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,702,,FALSCH,WAHR
,,,26730,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,757,,FALSCH,WAHR
,,,26332,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,812,,FALSCH,WAHR
,,,25935,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,867,,FALSCH,WAHR
,,,25538,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,921,,FALSCH,WAHR
,,,26806,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,697,,FALSCH,WAHR
,,,26360,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,752,,FALSCH,WAHR
,,,25913,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,807,,FALSCH,WAHR
,,,25466,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,862,,FALSCH,WAHR
,,,25019,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,916,,FALSCH,WAHR
,,,26486,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,693,,FALSCH,WAHR
,,,25990,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,748,,FALSCH,WAHR
,,,25493,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,803,,FALSCH,WAHR
,,,24997,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,858,,FALSCH,WAHR
,,,24500,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,913,,FALSCH,WAHR
,,,26166,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,690,,FALSCH,WAHR
,,,25619,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,745,,FALSCH,WAHR
,,,25073,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,800,,FALSCH,WAHR
,,,24527,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,855,,FALSCH,WAHR
,,,23981,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,909,,FALSCH,WAHR
,,,25845,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,687,,FALSCH,WAHR
,,,25249,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,742,,FALSCH,WAHR
,,,24654,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,797,,FALSCH,WAHR
,,,24058,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,852,,FALSCH,WAHR
,,,23462,Mazda-CX-30-SKY-G-122PS-AWD-AT-ACC-NAV-Leder-BOSE,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,907,,FALSCH,WAHR
Autocenter Koch GmbH,"Feldstraße 6
16356 Ahrensfelde
Deutschland",13590,13015,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,Mazda M2 SKY-G 75PS Center SHZ PDC   Diebstahllschutz,"<p>
<strong>Abholadresse</strong>
Feldstraße 6
16356 Ahrensfelde
Deutschland<br>
<strong>Fahrzeugzustand</strong>
<br>
<strong>Kategorie</strong>
Kleinwagen<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
5.350 km<br>
<strong>Hubraum</strong>
1.496 cm³<br>
<strong>Leistung</strong>
55 kW (75 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 4,9 l/100km (kombiniert)<br>
ca. 5,7 l/100km (innerorts)<br>
ca. 4,3 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 111 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Schaltgetriebe<br>
<strong>Schadstoffklasse</strong>
Euro6d-TEMP<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
10/2019<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Purweiß<br>
<strong>Farbe</strong>
Weiß<br>
<strong>Innenausstattung</strong>
Stoff, Andere<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Berganfahrassistent, Bluetooth, Bordcomputer, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Isofix, Lederlenkrad, Lichtsensor, Multifunktionslenkrad, Musikstreaming integriert, Nichtraucher-Fahrzeug, Pannenkit, Range Extender, Regensensor, Reifendruckkontrolle, Scheckheftgepflegt, Servolenkung, Sitzheizung, Sprachsteuerung, Stahlfelgen, Start/Stopp-Automatik, Tagfahrlicht, Tempomat, Totwinkel-Assistent, Traktionskontrolle, Tuner/Radio, USB, Zentralverriegelung
</p>",Mazda,,"Marke_Mazda, Typ_Kleinwagen, Alter_maximal 2 Jahre,Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 20.000 km,Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_70 bis 100 PS,Leistung_Alle, Schaltung_Schaltgetriebe, Farbe_Weiß, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,452,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/cekAAOSw6JJe4RYM/$_27.JPG,1,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/TnsAAOSwvdZe4RYM/$_27.JPG,2,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/gtoAAOSwUQBe4RYM/$_27.JPG,3,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/5rUAAOSwtK1e4RYM/$_27.JPG,4,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/bDYAAOSwcwRe4RYM/$_27.JPG,5,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/p7AAAOSwB5Fe4RYM/$_27.JPG,6,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/AkIAAOSww0Be4RYM/$_27.JPG,7,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/w-4AAOSwQBNe4RYM/$_27.JPG,8,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/fwIAAOSwmI9e4RYM/$_27.JPG,9,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/T6kAAOSwcpte4RYM/$_27.JPG,10,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/G1EAAOSweFhe4RYM/$_27.JPG,11,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/l78AAOSwelhe4RYM/$_27.JPG,12,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/I14AAOSwjW5e4RYM/$_27.JPG,13,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/7yYAAOSwy8Ze4RYM/$_27.JPG,14,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/IsIAAOSwnkBe4RYM/$_27.JPG,15,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/cekAAOSw6JJe4RYM/$_27.JPG,16,,,,,,,,,,,nil
,,,12947,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,477,,FALSCH,WAHR
,,,12879,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,502,,FALSCH,WAHR
,,,12811,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,527,,FALSCH,WAHR
,,,12743,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,552,,FALSCH,WAHR
,,,12856,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,432,,FALSCH,WAHR
,,,12766,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,457,,FALSCH,WAHR
,,,12675,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,482,,FALSCH,WAHR
,,,12585,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,507,,FALSCH,WAHR
,,,12494,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,532,,FALSCH,WAHR
,,,12698,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,420,,FALSCH,WAHR
,,,12585,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,445,,FALSCH,WAHR
,,,12472,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,470,,FALSCH,WAHR
,,,12358,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,495,,FALSCH,WAHR
,,,12245,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,520,,FALSCH,WAHR
,,,12540,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,412,,FALSCH,WAHR
,,,12404,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,437,,FALSCH,WAHR
,,,12268,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,462,,FALSCH,WAHR
,,,12132,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,487,,FALSCH,WAHR
,,,11996,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,530,,FALSCH,WAHR
,,,12381,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,422,,FALSCH,WAHR
,,,12223,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,447,,FALSCH,WAHR
,,,12064,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,472,,FALSCH,WAHR
,,,11906,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,497,,FALSCH,WAHR
,,,11747,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,522,,FALSCH,WAHR
,,,12223,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,416,,FALSCH,WAHR
,,,12042,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,441,,FALSCH,WAHR
,,,11860,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,466,,FALSCH,WAHR
,,,11679,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,491,,FALSCH,WAHR
,,,11498,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,516,,FALSCH,WAHR
,,,12064,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,411,,FALSCH,WAHR
,,,11861,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,436,,FALSCH,WAHR
,,,11657,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,461,,FALSCH,WAHR
,,,11453,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,486,,FALSCH,WAHR
,,,11249,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,511,,FALSCH,WAHR
,,,11906,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,407,,FALSCH,WAHR
,,,11680,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,432,,FALSCH,WAHR
,,,11453,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,457,,FALSCH,WAHR
,,,11227,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,482,,FALSCH,WAHR
,,,11000,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,507,,FALSCH,WAHR
,,,11748,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,404,,FALSCH,WAHR
,,,11498,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,429,,FALSCH,WAHR
,,,11249,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,454,,FALSCH,WAHR
,,,11000,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,479,,FALSCH,WAHR
,,,10751,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,504,,FALSCH,WAHR
,,,11589,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,401,,FALSCH,WAHR
,,,11317,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,426,,FALSCH,WAHR
,,,11046,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,451,,FALSCH,WAHR
,,,10774,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,476,,FALSCH,WAHR
,,,10502,Mazda-M2-SKY-G-75PS-Center-SHZ-PDC---Diebstahllschutz,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,501,,FALSCH,WAHR
